	AB1	AB1.1	AB1.2	AB1.3	AB1.4	AB1.5	AB2	AB2.1	AB2.2	AB2.3	AB2.4	AB2.5	AB3	AB3.1	AB3.2	AB3.3	AB3.4	Fe1	Fe1.1	Fe1.2	Fe1.3	Fe1.4	Fe1.5	Fe2	Fe2.1	Fe2.2	fe2	Fe2.3	Fe2.4	Fe3	Fe3.1	Fe3.2	Fe3.3	Fe3.4	Fe3.5	NL1	NL1.1	NL1.2	NL1.3	NL2	NL2.1	NL2.2	NL2.3	NL3	NL3.1	NL3.2	NL3.3	NL4	NL4.1	NL4.2	NL4.3	NL4.4	NL4.5	NL5	NL5.1	NL5.2	NL5.3	NL5.4	NL5.5	NL6	NL6.1	NL6.2	NL6.3	NL6.4	NL6.5	S1	S1.1	S1.2	S1.3	S1.4	S1.5	S2	S2.1	S2.2	S2.3	S2.4	S2.5	S3	S3.1	S3.2	S3.3	S3.4	S3.5
ASV_388	0	4	13	0	4	8	0	1	2	4	1	7	1	0	0	0	0	1	1	5	7	6	24	0	0	1	0	1	4	1	0	2	1	0	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0	4	3	19	8	0	1	3	10	10	2	1	9	5	402	7	1	1	0	3	7	5	18	0	0	9	11	9	22	0	0	3	8	4	7
ASV_389	0	0	0	0	0	0	0	3	2	0	2	2	1	0	0	1	2	0	1	2	0	0	1	0	15	18	2	328	264	1	2	1	0	3	7	0	1	0	0	2	1	0	3	1	4	2	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	1	2	0	0	1	1	0	1	1	0	0	0	0	2	0	3	2	1	2	0
ASV_390	0	0	0	0	0	0	0	0	0	0	1	0	12	0	0	2	0	83	34	31	43	26	11	10	2	10	69	10	1	0	41	35	79	28	27	2	0	0	1	1	4	2	2	0	2	0	0	7	1	1	0	1	0	7	0	2	3	2	4	1	0	1	3	2	1	32	32	3	2	1	1	2	1	1	4	2	0	0	0	2	4	1	1
ASV_391	2	4	15	0	3	9	9	15	5	19	2	12	1	13	6	5	8	3	5	15	5	6	16	6	6	11	4	5	7	0	3	2	2	8	10	6	2	0	4	1	2	1	4	0	7	7	10	2	2	7	1	11	1	1	9	14	27	28	11	13	11	9	56	3	3	1	6	33	77	11	13	0	5	6	13	0	7	8	2	3	3	0	2
ASV_392	0	0	0	0	2	0	0	0	1	0	1	0	13	0	1	1	0	62	45	28	48	28	2	11	8	18	62	12	1	0	47	32	71	42	29	1	0	1	0	0	4	0	2	0	2	0	0	7	1	1	0	6	0	7	2	3	4	1	1	0	3	3	1	1	2	33	16	1	5	1	1	1	0	3	0	1	0	0	0	1	3	1	0
ASV_393	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	45	43	23	42	28	8	4	6	28	52	15	0	1	42	43	86	40	25	1	0	2	0	1	3	1	0	0	3	0	0	10	0	3	0	3	0	17	0	0	5	3	1	2	3	2	2	0	0	47	17	3	2	1	0	1	2	2	0	0	0	1	2	0	3	1	0
ASV_394	291	45	15	0	1	2	171	45	9	0	0	0	17	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	43	0	1	1	0	1	25	1	2	0	1	0
ASV_395	0	0	1	0	0	0	1	267	123	3	0	3	0	0	0	1	1	1	1	0	0	0	1	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	9	212	6	3	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	14	16	1	4	0	0
ASV_396	0	24	5	0	14	3	0	0	1	0	1	0	0	1	6	58	40	1	37	64	38	42	30	0	5	2	4	7	26	0	24	50	13	33	17	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	3	0	0	0	0	3	19	27	4	5	0	2	2	15	2	29	0	5	1	0	0	0
ASV_397	0	19	75	0	11	29	1	2	11	16	5	14	0	2	13	6	19	0	0	2	1	1	11	0	1	9	14	28	32	1	1	4	3	5	10	0	1	0	13	0	0	9	6	0	1	7	7	0	2	25	10	18	8	0	0	0	2	1	3	0	4	3	21	2	0	1	0	12	17	11	7	0	0	10	19	2	10	0	6	27	40	2	16
ASV_398	0	40	9	0	50	11	0	3	4	0	1	0	0	0	1	1	0	0	8	66	20	21	4	0	14	3	10	2	3	1	13	4	2	33	14	1	6	58	20	2	7	132	33	0	0	0	0	1	0	7	23	12	5	0	0	0	0	0	0	5	7	8	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0
ASV_399	3	0	1	0	3	2	29	7	6	3	2	4	2	5	1	0	2	0	1	2	0	0	2	4	3	12	0	2	0	11	5	0	0	11	6	72	4	5	9	2	0	1	0	36	18	16	16	0	1	5	1	1	0	0	14	5	5	4	4	3	2	0	216	0	1	1	0	6	2	0	1	4	18	3	8	3	15	9	7	3	10	4	2
ASV_400	0	16	59	1	8	24	0	3	8	21	2	21	0	0	9	5	15	0	0	1	1	2	7	0	2	12	9	36	27	0	1	6	2	5	15	0	0	2	9	0	1	7	5	0	0	7	15	0	1	24	7	13	10	0	0	0	2	6	5	0	3	1	21	3	0	0	1	6	27	14	11	1	0	9	14	3	12	0	14	47	27	4	14
ASV_401	0	6	11	0	7	14	1	0	2	5	1	6	0	0	0	0	0	0	0	6	8	4	33	0	0	0	0	3	2	0	0	0	0	0	2	1	0	0	1	0	1	0	4	0	0	0	1	1	2	6	1	26	3	0	0	4	1	8	6	0	3	1	353	1	0	0	0	1	7	13	6	0	7	18	8	9	26	0	1	0	10	8	14
ASV_402	0	22	29	1	46	21	0	6	50	66	17	23	0	0	0	3	4	0	27	40	21	35	18	0	42	22	16	12	25	0	1	2	0	0	0	0	5	1	2	1	3	11	11	0	14	14	5	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	1	6	5	8	10	0	0	0	1	0	4	0	3	2	2	0	0
ASV_403	1	2	7	0	7	7	0	45	37	2	5	8	6	32	8	4	8	2	0	1	0	2	8	1	44	27	5	16	8	13	6	4	4	14	22	0	0	5	7	3	2	0	0	6	11	7	2	0	0	5	1	4	0	1	2	2	8	4	0	0	0	1	1	1	0	0	35	23	16	13	12	8	3	1	0	0	12	22	41	9	15	3	9
ASV_404	0	0	0	0	6	14	0	23	17	30	2	6	0	1	15	9	21	0	0	21	11	43	83	0	4	20	12	27	23	0	2	23	4	28	42	0	6	4	16	0	3	1	4	0	2	2	0	0	1	4	7	15	6	0	0	0	1	7	6	0	3	1	1	1	0	0	0	11	7	11	13	0	0	0	10	1	8	0	2	3	4	0	2
ASV_405	0	0	0	0	0	4	0	2	8	13	1	21	0	2	3	4	13	1	9	52	24	19	28	0	24	24	11	6	20	0	6	6	0	12	15	0	1	1	20	0	1	1	3	0	0	10	14	0	0	1	1	0	1	0	1	10	17	32	23	0	0	0	0	2	0	0	3	10	12	20	19	0	4	43	14	7	21	1	3	4	4	6	11
ASV_406	0	0	2	0	0	0	0	0	0	0	1	0	8	0	0	0	0	66	30	35	43	24	7	6	4	20	58	13	2	2	37	24	79	23	33	0	1	2	1	2	2	1	0	0	1	2	0	2	3	2	0	2	0	13	0	2	1	0	1	1	1	0	0	3	0	30	28	4	5	0	1	1	0	0	6	4	0	1	2	1	4	1	0
ASV_407	1	0	0	0	1	0	0	1	0	1	2	0	2	0	0	0	0	0	0	1	0	0	1	0	8	14	1	296	278	1	0	1	0	1	6	0	1	1	0	1	2	0	0	0	6	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	1	1	0	0	0	1	1	1	0	1	0	0	0	5	2	0	0	0	0
ASV_408	0	0	2	0	1	32	0	1	2	3	2	5	0	0	0	1	33	0	0	1	2	0	7	0	0	4	0	2	13	1	2	1	0	6	15	0	0	0	0	0	0	1	7	0	1	3	6	0	2	0	2	9	11	0	0	0	0	0	0	1	4	3	0	0	0	0	1	1	4	44	39	0	19	7	19	13	31	0	49	85	69	31	47
ASV_409	1	3	4	0	1	0	74	11	2	2	1	3	9	3	2	2	1	0	2	2	0	1	0	19	5	11	2	2	1	1	0	0	0	0	1	11	0	0	0	5	0	0	1	1	4	0	2	9	9	8	9	27	6	2	4	3	14	2	4	60	25	10	36	1	0	0	11	62	111	11	13	1	1	0	1	0	2	7	4	1	0	0	0
ASV_410	1	1	3	0	4	5	0	60	30	7	0	7	8	30	19	1	8	1	0	1	0	0	9	0	41	14	0	18	13	17	8	4	1	21	23	0	3	9	10	1	3	0	1	6	5	17	7	0	5	5	2	1	0	0	1	5	4	1	1	1	0	0	1	3	0	0	32	16	6	15	15	4	2	6	3	1	3	29	38	12	4	5	5
ASV_411	0	27	52	0	12	23	0	3	12	21	3	17	0	0	11	2	10	0	0	2	4	0	12	0	0	16	10	27	30	2	1	1	7	11	14	0	0	1	6	0	2	7	10	0	0	2	9	0	0	30	8	15	8	0	0	0	2	7	3	0	4	0	27	4	0	0	1	6	18	4	10	0	0	8	13	1	10	0	17	32	37	2	8
ASV_412	0	0	1	0	0	0	0	0	0	0	0	0	5	0	0	0	0	56	41	33	42	27	9	8	11	17	62	11	0	1	35	27	56	37	27	0	0	0	1	1	5	0	1	2	3	1	0	7	0	3	0	2	0	11	1	0	1	0	2	2	3	1	2	0	2	43	18	3	3	0	2	2	0	3	1	2	1	1	1	3	2	0	0
ASV_413	0	1	4	0	1	21	0	2	4	2	2	3	1	0	0	0	31	0	0	3	3	1	2	0	0	5	0	1	6	0	2	2	0	9	5	0	1	0	0	0	0	5	4	1	5	3	6	0	3	0	4	11	11	0	1	0	1	0	1	1	6	1	0	0	0	0	3	3	3	45	39	0	24	16	13	9	34	1	56	67	69	37	41
ASV_414	1	34	22	0	50	6	1	0	1	0	6	1	0	0	0	4	0	0	2	70	10	19	3	0	15	2	8	4	3	0	3	3	2	31	10	0	3	33	13	1	17	128	44	0	3	0	0	0	0	12	11	21	2	0	0	0	0	0	0	3	10	7	2	0	1	0	0	1	0	2	0	0	7	1	1	0	0	1	0	0	0	0	0
ASV_415	1	1	1	0	5	1	5	3	0	4	0	2	21	0	2	2	1	24	16	14	16	8	3	5	2	9	25	6	10	14	16	19	20	13	9	1	1	4	2	0	1	0	1	4	28	3	0	68	3	18	0	0	1	6	0	32	32	12	11	6	11	10	15	7	9	15	7	1	5	3	2	4	0	1	6	1	0	1	5	5	10	3	1
ASV_416	0	0	0	0	6	13	0	21	25	23	4	1	0	5	13	8	21	0	0	13	9	32	92	0	5	29	13	23	25	0	2	26	6	29	44	0	4	2	15	0	5	1	5	0	0	1	4	0	0	4	3	4	2	0	0	2	0	7	3	0	0	0	0	0	0	0	0	15	9	16	15	0	0	0	4	1	5	0	0	6	5	1	2
ASV_417	1	2	14	0	3	13	1	1	4	7	2	4	0	0	0	2	0	0	1	5	10	7	26	0	0	0	1	2	1	0	0	0	0	3	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	2	3	13	7	0	1	2	5	6	6	1	3	7	336	2	1	0	0	3	5	13	10	0	4	9	20	11	19	2	0	3	9	1	5
ASV_418	0	1	0	0	0	0	0	0	0	0	1	0	4	1	1	0	0	58	37	23	48	22	4	12	7	25	48	13	1	1	35	40	51	43	29	0	1	2	0	2	1	0	0	1	5	0	1	8	0	2	0	2	0	6	1	1	2	1	4	1	1	2	1	0	0	29	20	5	3	1	1	5	3	1	2	1	0	0	0	2	1	0	2
ASV_419	11	2	6	0	1	0	60	16	4	3	0	1	3	3	3	0	3	0	1	2	0	0	1	11	6	6	2	5	3	4	1	0	0	1	1	12	0	1	0	3	1	0	1	1	3	4	0	8	9	9	12	23	6	0	2	8	8	1	1	84	15	13	24	0	0	0	6	60	121	11	6	2	1	0	0	0	0	4	3	1	0	0	1
ASV_420	1	2	3	0	1	1	34	8	2	3	0	1	4	3	0	3	2	0	1	1	1	1	0	8	6	6	1	5	3	7	0	1	2	2	6	70	10	8	6	2	1	0	0	23	11	12	16	2	1	3	0	1	4	1	6	5	7	1	1	4	1	0	211	2	3	1	3	4	7	0	0	5	18	2	10	4	13	6	1	6	9	3	2
ASV_421	0	0	1	0	0	0	0	2	0	0	0	0	6	0	0	0	0	64	31	25	44	25	5	12	7	19	53	10	2	0	40	39	55	33	33	0	1	2	0	0	1	2	0	0	4	0	0	2	0	3	0	3	0	12	0	1	5	1	0	1	3	4	0	0	0	39	19	3	3	0	2	1	0	2	0	0	2	0	0	0	3	0	0
ASV_422	265	30	14	0	3	2	172	41	13	2	0	0	14	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	29	2	1	1	0	0	18	2	2	0	0	1
ASV_423	9	3	6	0	6	7	9	9	9	5	6	5	2	4	5	16	1	2	5	6	4	1	6	2	7	6	3	12	13	9	4	7	0	8	7	4	7	7	3	5	5	6	3	9	26	19	19	6	6	8	2	5	2	8	3	1	4	6	5	2	5	3	10	5	4	4	4	8	7	11	4	6	5	12	49	3	12	9	44	8	11	2	15
ASV_424	10	0	3	0	0	0	72	11	8	4	2	3	4	6	4	1	1	1	2	4	0	0	2	22	4	12	1	2	1	1	0	0	0	0	1	9	1	0	1	5	2	2	0	2	3	0	2	6	14	14	11	22	2	0	1	1	8	5	3	72	21	13	24	1	0	0	8	37	93	12	7	1	4	0	2	0	4	12	4	1	0	1	2
ASV_425	3	0	1	0	2	1	29	1	8	4	0	8	1	2	0	4	1	1	0	1	4	1	2	3	7	9	0	4	8	2	3	2	0	8	5	58	7	5	6	1	0	1	3	35	15	15	14	1	1	3	2	1	2	1	7	5	6	6	1	3	2	2	205	1	2	2	2	4	0	2	1	4	12	5	13	4	14	3	2	4	4	2	1
ASV_426	0	3	5	0	4	9	1	1	2	8	1	13	0	0	2	1	0	0	0	5	5	8	25	0	0	0	0	0	2	0	0	1	0	2	0	0	1	0	1	1	1	1	1	0	0	0	0	1	0	2	4	36	4	0	0	1	1	5	8	2	6	8	315	3	0	0	0	0	4	8	10	0	2	22	13	11	21	0	0	2	13	4	5
ASV_427	1	0	1	0	1	2	1	1	1	0	2	0	2	0	0	0	1	0	1	0	1	0	1	0	9	12	1	244	284	0	1	0	0	2	3	0	1	0	0	2	0	0	0	2	5	1	0	2	0	1	0	0	0	0	1	1	1	0	0	0	0	0	3	0	0	2	0	1	0	1	0	0	2	0	1	0	0	4	4	2	3	0	0
ASV_428	56	13	1	0	2	1	1	2	1	2	0	0	0	0	0	0	0	4	0	0	0	1	6	0	5	8	2	1	1	2	0	0	0	1	2	15	6	4	1	19	0	2	0	57	21	18	17	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	130	77	29	62	22	12
ASV_429	10	2	2	0	2	0	83	20	3	5	0	4	4	8	0	1	2	0	1	0	0	1	2	21	11	7	2	3	2	1	0	1	0	0	0	8	2	0	2	1	0	0	1	1	0	2	3	7	8	10	6	29	8	0	3	2	4	2	0	57	29	12	21	1	0	0	9	47	105	7	12	0	0	0	1	0	3	3	3	1	1	0	0
ASV_430	1	23	21	1	58	6	2	0	2	0	1	2	0	2	0	0	0	0	5	51	16	16	2	0	5	0	12	1	5	0	7	2	1	21	5	3	8	30	21	1	9	144	37	0	0	0	0	3	1	11	18	11	5	2	1	0	0	1	0	4	5	9	0	0	0	0	0	2	1	0	0	1	8	1	0	0	0	0	1	0	1	0	0
ASV_431	1	29	17	0	63	5	2	1	1	0	0	0	0	0	1	1	0	0	3	53	11	22	3	0	9	2	6	1	4	1	9	1	0	27	6	0	2	43	22	1	7	140	39	0	0	0	1	2	1	5	12	13	5	0	0	0	1	0	0	4	12	5	0	0	0	0	0	1	0	1	0	0	5	1	0	0	1	2	0	0	1	0	0
ASV_432	0	22	25	0	18	19	0	0	0	0	0	2	0	1	2	2	5	0	1	0	0	3	4	0	14	10	17	7	15	0	6	8	3	27	49	0	1	3	10	0	8	17	15	0	0	0	0	0	4	1	5	12	4	0	0	0	0	1	0	2	24	17	13	0	0	0	2	1	11	63	35	0	4	15	11	8	40	0	6	5	5	0	3
ASV_433	2	2	1	0	4	0	2	3	4	2	0	1	12	0	4	1	3	40	14	10	14	13	2	1	1	5	19	6	10	9	16	15	26	16	11	1	0	4	1	1	2	1	0	3	25	5	2	50	3	16	0	2	0	9	1	22	36	7	12	7	2	4	23	6	2	21	7	2	10	7	3	4	1	2	1	3	0	0	6	3	14	2	1
ASV_434	0	14	34	0	17	27	0	0	0	0	0	1	0	0	3	1	9	0	1	0	0	3	4	0	11	14	8	17	8	1	4	6	4	31	50	1	3	5	15	0	6	12	11	0	0	0	0	0	1	2	2	4	5	0	0	0	0	0	0	2	18	16	8	0	0	0	3	3	17	82	30	0	3	13	23	7	27	2	2	1	7	1	1
ASV_435	2	19	7	0	2	21	1	1	2	0	3	3	0	0	1	4	0	0	2	11	2	15	49	0	55	15	13	24	29	19	3	0	0	6	12	1	17	48	51	3	2	54	13	3	6	1	0	0	1	2	8	5	4	0	3	2	0	1	0	9	10	5	2	0	0	0	0	3	0	12	1	0	3	0	0	0	1	5	1	0	0	0	0
ASV_436	0	0	0	0	1	0	1	217	102	2	1	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	8	226	2	4	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	2	5	1	0
ASV_437	56	12	6	0	2	4	2	2	0	1	0	2	0	0	0	0	0	3	0	0	0	0	4	1	6	7	1	1	3	2	0	0	0	2	2	16	3	1	4	8	0	2	1	38	24	31	23	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	4	132	65	24	72	14	11
ASV_438	0	2	7	0	3	11	0	0	3	3	3	3	0	1	0	0	0	0	0	11	10	5	27	0	0	1	2	0	4	0	0	0	1	1	1	0	0	0	0	1	1	2	3	2	0	1	0	0	1	2	2	28	6	2	0	5	3	7	13	3	6	7	287	3	0	1	0	1	9	7	18	1	3	14	13	11	12	0	1	2	11	3	4
ASV_439	1	0	0	0	2	2	0	2	0	1	1	0	0	0	1	2	0	0	0	0	1	0	2	1	10	10	5	257	244	2	0	1	1	0	6	0	2	0	0	0	0	0	1	2	2	1	1	2	0	2	0	0	0	1	0	0	1	1	1	2	1	0	4	1	1	0	0	1	2	1	0	1	0	0	1	0	1	4	3	0	1	0	0
ASV_440	5	7	9	0	3	6	9	6	6	19	4	5	1	7	6	3	7	5	3	13	4	5	12	4	11	15	6	5	7	4	6	5	3	4	7	2	2	4	5	2	3	2	3	1	1	2	7	0	2	4	0	7	5	0	5	11	15	12	8	13	7	7	44	1	0	1	12	42	48	11	14	3	8	3	17	2	8	10	5	3	3	4	0
ASV_441	3	2	2	0	1	0	53	16	2	0	0	1	6	1	2	1	4	0	1	3	0	2	0	14	6	7	2	2	4	0	0	2	0	0	0	8	0	0	0	5	1	0	1	2	3	3	1	3	12	14	9	21	6	0	2	8	11	2	0	71	13	8	29	0	0	0	9	60	103	18	4	1	1	0	0	0	2	5	10	4	1	1	0
ASV_442	0	4	5	0	3	23	0	0	6	1	0	6	0	0	0	3	26	0	0	0	5	3	1	0	1	2	0	0	16	0	0	0	0	4	13	0	0	0	1	0	0	7	4	0	5	0	6	0	1	1	6	9	6	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	49	40	0	22	14	12	8	30	0	48	75	64	24	31
ASV_443	41	14	5	0	5	2	13	1	2	1	0	2	0	0	0	0	0	5	0	0	0	4	4	0	0	5	0	0	2	1	0	0	0	3	1	13	2	2	2	11	5	1	3	35	23	23	17	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	4	0	0	0	2	128	69	27	68	22	13
ASV_444	0	1	0	0	0	1	2	247	102	2	0	1	1	0	1	0	0	0	0	0	0	1	1	1	1	0	0	0	2	2	0	0	0	0	0	0	0	1	0	2	0	0	0	9	181	1	2	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	11	3	0	2	0	0
ASV_445	0	32	19	0	40	10	0	0	0	0	1	1	0	0	0	1	0	0	6	61	18	13	3	1	11	1	7	3	3	0	8	1	0	40	5	0	4	39	15	2	6	132	40	0	0	0	0	0	0	16	13	7	1	0	0	1	1	0	0	3	10	4	0	0	0	0	0	0	0	1	0	0	2	0	0	0	1	0	0	0	0	0	1
ASV_446	0	0	3	0	1	21	0	0	3	1	1	3	0	0	0	1	31	0	0	1	1	5	3	0	0	6	0	0	17	0	0	0	0	7	5	0	0	0	3	0	0	0	4	0	1	4	6	0	1	1	3	3	8	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	2	43	46	0	19	11	12	6	31	1	54	72	75	28	36
ASV_447	0	1	0	0	0	0	0	223	124	0	0	2	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	3	0	0	0	0	1	0	1	1	0	2	1	0	0	0	7	175	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	16	10	0	3	0	0
ASV_448	0	0	1	0	0	0	2	211	95	3	1	1	1	0	0	0	1	0	0	2	0	1	1	0	0	0	0	1	2	2	0	0	0	1	1	0	0	1	0	1	0	2	1	8	202	2	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	18	8	1	2	0	1
ASV_449	1	1	1	0	0	2	0	1	3	2	0	0	3	1	2	0	0	0	0	0	0	1	1	0	10	13	0	268	215	1	0	2	0	3	5	0	0	1	2	0	0	2	0	2	6	1	0	2	0	1	0	1	1	1	0	0	1	0	0	1	0	1	4	0	1	0	1	2	1	0	0	1	0	0	0	0	1	4	1	0	1	2	1
ASV_450	2	0	2	0	1	1	0	2	0	0	1	0	1	1	1	2	0	0	0	0	1	3	2	1	4	11	1	273	210	0	3	1	1	4	3	0	2	4	0	0	2	0	1	1	2	0	0	0	1	0	0	2	1	1	0	0	1	0	0	3	0	0	3	0	2	0	0	0	0	2	1	1	1	0	1	0	2	2	3	2	2	3	1
ASV_451	0	8	61	0	10	11	0	1	6	15	3	19	0	3	10	6	9	0	1	0	0	1	11	0	1	19	4	25	36	0	1	2	3	10	8	0	0	1	7	0	2	3	3	0	1	3	10	0	2	16	9	9	8	0	0	0	0	6	1	0	2	0	27	3	0	0	0	8	23	9	16	1	1	9	7	3	10	0	7	35	32	4	15
ASV_452	0	19	25	0	57	9	3	0	0	0	1	0	0	1	0	0	0	0	6	50	20	9	4	0	8	3	4	4	0	1	8	0	0	26	16	1	7	30	14	0	12	140	35	0	0	0	0	0	0	4	18	11	6	0	0	0	0	0	0	5	7	5	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
ASV_453	0	0	0	0	7	11	1	22	5	27	0	4	0	8	13	5	13	1	0	22	12	37	77	0	6	23	15	26	28	0	3	15	5	25	38	0	6	6	8	0	2	1	3	1	0	0	2	0	0	2	4	7	4	0	0	0	3	3	2	0	2	1	0	1	1	0	0	11	5	14	9	0	0	2	10	0	8	0	1	1	2	0	2
ASV_454	2	1	0	0	3	5	6	1	5	2	0	0	17	0	2	4	2	25	16	10	11	7	2	4	2	10	19	4	9	8	14	8	19	23	9	2	0	3	0	1	2	0	3	0	25	3	0	58	6	19	2	2	1	4	1	20	21	12	13	8	10	2	14	5	2	12	9	1	9	4	5	4	1	2	0	9	0	1	7	4	9	3	1
ASV_455	0	40	9	0	57	7	1	0	2	1	2	0	0	1	0	0	2	0	4	55	4	23	3	0	9	2	6	5	3	0	7	1	2	36	10	0	6	28	19	0	6	118	37	0	0	0	0	0	0	6	19	7	3	0	1	0	0	0	0	3	3	7	1	0	1	0	0	1	1	0	1	0	5	0	0	0	1	0	1	2	1	0	0
ASV_456	1	1	1	0	0	0	1	0	2	0	0	0	3	1	1	3	0	0	0	0	0	4	1	0	8	13	0	220	259	3	0	2	1	2	2	1	2	0	1	0	1	3	0	0	3	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	3	1	2	0	1	0	2	3	0	0	1	1	0	0	0	1	4	3	1	1	1
ASV_457	0	10	20	0	52	28	0	3	37	51	16	28	2	0	0	1	2	0	29	46	10	20	12	0	17	12	14	5	31	0	1	2	0	2	0	0	3	4	3	0	3	15	14	0	12	10	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	15	8	9	0	0	0	1	0	3	2	8	0	0	0	0
ASV_458	0	1	0	0	1	16	0	16	19	22	2	6	0	6	14	9	22	0	0	15	7	36	94	0	5	22	11	20	24	0	2	18	1	30	33	0	2	0	15	0	3	0	0	0	0	0	4	0	1	3	3	3	3	0	0	0	2	3	4	0	0	0	1	0	0	0	0	13	10	10	12	0	0	4	8	0	4	0	1	1	2	0	1
ASV_459	0	0	1	0	0	0	1	0	0	1	0	0	6	1	0	1	0	66	25	30	40	13	11	7	6	15	49	12	0	1	36	26	51	33	28	0	0	0	1	2	4	0	1	1	3	2	0	7	0	1	0	3	0	9	0	1	2	1	4	0	1	3	0	0	0	26	15	3	4	0	1	1	0	0	0	0	1	2	0	2	3	0	0
ASV_460	2	3	0	0	1	1	26	6	2	4	2	3	0	2	0	1	0	2	0	2	0	0	0	4	2	1	0	1	4	11	1	3	0	4	2	49	13	5	4	0	2	0	1	22	14	7	9	2	2	4	1	0	0	2	8	2	6	5	2	1	1	0	219	2	0	0	0	3	5	0	0	9	23	4	7	2	9	8	3	4	6	2	4
ASV_461	0	8	3	0	0	29	0	0	0	3	0	4	0	7	0	0	4	0	0	9	3	4	12	0	33	11	1	3	8	0	1	0	0	2	3	0	11	2	35	1	0	2	2	0	1	4	12	0	13	1	6	3	25	0	2	5	7	28	2	2	7	3	34	0	0	0	1	8	5	2	6	1	7	8	14	0	32	5	18	16	35	1	47
ASV_462	0	15	1	0	14	1	0	0	0	0	0	0	0	0	3	32	42	1	37	35	27	69	31	0	6	1	2	7	25	0	24	49	15	15	19	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	3	0	0	0	0	3	7	22	3	5	0	1	0	9	1	24	0	3	2	0	0	0
ASV_463	2	1	1	0	1	6	1	52	14	4	3	0	22	10	10	6	0	0	0	0	0	13	2	0	25	5	0	13	1	51	6	17	1	14	1	0	62	13	8	1	0	1	0	25	26	1	0	1	3	4	0	1	0	12	8	20	4	11	1	1	1	0	1	0	0	0	8	56	0	1	0	0	0	0	0	0	0	8	0	0	0	0	1
ASV_464	0	14	39	0	8	17	0	5	11	24	3	19	0	1	10	8	8	1	0	0	2	0	10	0	1	8	9	31	25	0	0	4	1	6	10	0	1	1	3	0	2	4	1	0	1	4	6	0	2	13	5	15	4	0	0	0	1	2	6	0	1	1	29	2	0	1	2	3	25	6	14	0	0	9	19	2	15	0	14	28	26	4	13
ASV_465	1	1	0	0	0	0	1	231	100	2	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	1	0	0	0	0	0	0	0	0	0	0	1	0	3	173	1	0	1	0	0	0	0	1	0	0	0	0	2	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	15	7	0	4	0	1
